Title,Genre,Year,Rating,CriticsScore,AudienceScore
Movie 2567,Horror,2015,2.2,69.6,32.7
Movie 2568,Sci-Fi,1991,8.5,70.5,27.8
Movie 2569,Thriller,2006,2.4,32.7,58.8
Movie 2570,Horror,2019,3.7,39.2,64.2
Movie 2571,Documentary,1981,3.2,85.1,64.8
Movie 2572,Drama,1992,4.4,78.6,44.9
Movie 2573,Thriller,2011,3.3,39.6,47.9
Movie 2574,Comedy,2010,5.4,58.1,85.1
Movie 2575,Romance,1995,4.7,15.6,52.9
Movie 2576,Drama,2011,9.9,28.8,98.9
Movie 2577,Comedy,2011,1.5,53.7,49.6
Movie 2578,Sci-Fi,2013,2.3,17.7,68.5
Movie 2579,Horror,1990,1.5,85.9,14.5
Movie 2580,Sci-Fi,1989,6.6,74.6,68.8
Movie 2581,Sci-Fi,1994,1.5,94.9,86.6
Movie 2582,Comedy,1996,8.5,72.4,94.8
Movie 2583,Romance,2019,5.6,94.6,99.8
Movie 2584,Drama,1997,5.7,59.9,35.4
Movie 2585,Animation,1988,6.1,64,61.8
Movie 2586,Romance,2004,2.5,97.9,50.6
Movie 2587,Sci-Fi,2019,2.8,67.8,60.7
Movie 2588,Action,1993,3.9,12.8,24.2
Movie 2589,Action,2004,6.3,75.1,87.1
Movie 2590,Action,2001,2.9,91.5,91.9
Movie 2591,Sci-Fi,2009,2,81.6,50.5
Movie 2592,Animation,1999,9.7,62.5,35.2
Movie 2593,Horror,2000,1.2,70.4,22.7
Movie 2594,Sci-Fi,2023,8.2,99.1,71.5
Movie 2595,Sci-Fi,2011,8.1,18.2,38.1
Movie 2596,Adventure,2000,3.7,70.1,91.9
Movie 2597,Animation,2014,2.2,35.5,70.4
Movie 2598,Adventure,2011,2.3,67.6,68.1
Movie 2599,Comedy,2009,7.3,64.7,60.3
Movie 2600,Drama,2018,6.8,23.8,14.1
Movie 2601,Horror,1991,8,28.6,93.9
Movie 2602,Sci-Fi,2020,9.4,65.9,66.5
Movie 2603,Thriller,1997,7.2,21.5,99.5
Movie 2604,Animation,2000,2.4,33.9,58.4
Movie 2605,Comedy,1992,3.2,85.2,73.9
Movie 2606,Drama,2000,8.6,39.4,15.1
Movie 2607,Adventure,1987,2.9,53.9,66.9
Movie 2608,Comedy,2019,1.7,94.7,78.8
Movie 2609,Documentary,1986,7.3,30.4,80.1
Movie 2610,Comedy,2002,4.6,45.1,79.3
Movie 2611,Horror,2023,9.3,64.6,30.4
Movie 2612,Documentary,2011,6.9,78,97.8
Movie 2613,Animation,1990,1.8,91.1,99.6
Movie 2614,Action,2001,9.5,92.4,16.8
Movie 2615,Comedy,2001,3.3,79.9,94.3
Movie 2616,Romance,2022,4,30.5,36.1
Movie 2617,Comedy,2004,4.6,12.2,72
Movie 2618,Horror,2001,1.5,44.5,40.4
Movie 2619,Sci-Fi,2007,5.5,22.7,97.1
Movie 2620,Adventure,2008,2.1,73.9,19.1
Movie 2621,Thriller,1992,4.6,69.5,54.8
Movie 2622,Drama,1997,4.2,14,48.5
Movie 2623,Action,1981,8,85.3,39.3
Movie 2624,Animation,2008,8.2,32.4,68.1
Movie 2625,Horror,2000,2.4,48.9,21.8
Movie 2626,Action,1994,4.3,70.1,74.5
Movie 2627,Thriller,2006,4.4,48.6,98.3
Movie 2628,Documentary,2010,2.4,49.7,82.4
Movie 2629,Adventure,1994,8.2,15.9,87.4
Movie 2630,Documentary,2002,7.4,46.1,42.4
Movie 2631,Action,2003,2.7,78.8,39.2
Movie 2632,Comedy,2023,4.3,92.4,56.5
Movie 2633,Thriller,1992,2,47.2,14.1
Movie 2634,Romance,2001,6.7,48.1,95.1
Movie 2635,Action,2022,2.1,73.2,22.9
Movie 2636,Romance,2016,9.9,94.8,91.3
Movie 2637,Drama,2012,8,34,17.5
Movie 2638,Thriller,1982,4.5,49.6,84
Movie 2639,Comedy,1998,6.2,81.6,23.7
Movie 2640,Animation,2002,9.2,64.9,13.4
Movie 2641,Sci-Fi,2008,6,20,74.8
Movie 2642,Adventure,2009,2.6,66.5,35.2
Movie 2643,Documentary,2018,4.4,26.8,74.3
Movie 2644,Action,2023,8.6,55.9,60
Movie 2645,Action,2004,6.8,57.6,19.8
Movie 2646,Comedy,2016,6.9,88.9,93.9
Movie 2647,Thriller,1987,8.8,51.6,50.7
Movie 2648,Horror,2021,9,35.1,76.1
Movie 2649,Romance,1995,9.3,30.8,55.1
Movie 2650,Animation,1987,1.9,88.7,64.4
Movie 2651,Animation,1980,5.9,25.4,37.2
Movie 2652,Documentary,2023,7.7,48.3,28
Movie 2653,Romance,1984,7.8,26.8,58.8
Movie 2654,Documentary,1982,6.5,79.6,49.6
Movie 2655,Comedy,1980,2.5,52.7,45.1
Movie 2656,Comedy,1983,8.2,41.6,70.5
Movie 2657,Animation,2019,7.5,42.5,72.1
Movie 2658,Documentary,2014,1.8,86.7,14.1
Movie 2659,Comedy,2011,5.2,59.8,40.5
Movie 2660,Horror,2021,2.6,74.6,47.1
Movie 2661,Comedy,2013,4,90.7,18.7
Movie 2662,Comedy,2022,1.2,91.2,31.2
Movie 2663,Horror,2004,4.6,39.6,14.6
Movie 2664,Horror,1989,5.9,95.7,99.7
Movie 2665,Horror,2000,6.6,12.2,76.3
Movie 2666,Documentary,2018,7,43.9,17.9
Movie 2667,Drama,2006,8.5,90.6,11.8
Movie 2668,Sci-Fi,2006,2.9,34.7,74.7
Movie 2669,Animation,1981,2.1,34.6,49.5
Movie 2670,Adventure,2020,8.7,37.2,80.8
Movie 2671,Adventure,1992,2.4,65.1,93.1
Movie 2672,Action,1988,9.8,49.4,63.9
Movie 2673,Adventure,2015,8.6,75.4,26.8
Movie 2674,Romance,2001,5.5,90.5,80.4
Movie 2675,Adventure,2021,9.8,70.7,96
Movie 2676,Sci-Fi,2005,1.9,28.4,62.2
Movie 2677,Animation,1991,3.7,93.9,71.4
Movie 2678,Romance,1996,6.7,33.8,40.4
Movie 2679,Horror,1993,4.2,23.5,44.3
Movie 2680,Animation,1993,9.4,18.1,76.1
Movie 2681,Adventure,2013,1.6,60.7,93.5
Movie 2682,Sci-Fi,1999,5.9,20.2,66.6
Movie 2683,Sci-Fi,1990,6.3,22.5,81.1
Movie 2684,Drama,1995,6.9,37,25.4
Movie 2685,Drama,2010,3.3,35.3,29.1
Movie 2686,Sci-Fi,1985,4.3,64.4,57.9
Movie 2687,Romance,1998,8.6,83.5,25.9
Movie 2688,Thriller,2016,2.8,78.5,67.1
Movie 2689,Action,1983,8.4,33.6,36.2
Movie 2690,Horror,1983,6.1,32.1,81.2
Movie 2691,Animation,1999,7.9,96.9,82.7
Movie 2692,Animation,1989,7.4,10.7,51.7
Movie 2693,Action,2003,2.9,89.2,26.3
Movie 2694,Horror,2014,6.1,28,68.2
Movie 2695,Animation,2005,8.8,95.3,99.4
Movie 2696,Comedy,2016,4.9,40.8,66
Movie 2697,Sci-Fi,2017,9.7,49.6,13.2
Movie 2698,Documentary,2000,5.1,73.6,11.6
Movie 2699,Sci-Fi,2019,2.3,62.9,38.8
Movie 2700,Documentary,2018,4.5,38.6,27.6
Movie 2701,Action,2000,9.6,59.8,83.2
Movie 2702,Adventure,1989,3.9,75.8,86
Movie 2703,Action,2017,8.8,13.8,33.3
Movie 2704,Documentary,1983,8.9,11,39.3
Movie 2705,Animation,2024,4.2,51.2,31.3
Movie 2706,Sci-Fi,1999,1.7,21.9,91.8
Movie 2707,Sci-Fi,1996,7.5,69.8,55.2
Movie 2708,Drama,1986,3.8,29.3,69.1
Movie 2709,Comedy,1983,8,49,47.4
Movie 2710,Thriller,2008,5,27.8,66.8
Movie 2711,Comedy,1993,5.4,59.4,44.7
Movie 2712,Action,1982,8,20.4,40.6
Movie 2713,Adventure,2003,4.4,12.1,67.1
Movie 2714,Drama,2016,5,14.6,63.2
Movie 2715,Animation,1995,4.4,95.9,36.4
Movie 2716,Documentary,1983,4.3,22.8,23.4
Movie 2717,Romance,2003,5.7,73.8,43.2
Movie 2718,Documentary,2013,8.3,16.1,47.4
Movie 2719,Action,2009,4.3,19.7,66.6
Movie 2720,Adventure,1997,5.7,55.8,92.3
Movie 2721,Horror,1998,7,51.8,13.3
Movie 2722,Drama,2010,3.4,95.6,31.9
Movie 2723,Drama,1998,3.5,95,27.4
Movie 2724,Adventure,1998,9.4,80.2,55.2
Movie 2725,Thriller,2001,7.5,64.2,48.7
Movie 2726,Thriller,2003,6.2,50.9,75.6
Movie 2727,Sci-Fi,2024,6.8,42.1,31.8
Movie 2728,Animation,1991,1.3,95.2,63.5
Movie 2729,Adventure,2009,6.6,64.3,89.5
Movie 2730,Horror,2017,5.6,62.1,92
Movie 2731,Horror,2010,5.9,30.9,96.3
Movie 2732,Action,2015,4.2,14.2,79.6
Movie 2733,Sci-Fi,1998,1.7,95.1,91.5
Movie 2734,Comedy,2024,2.7,38.2,31.1
Movie 2735,Sci-Fi,2015,9.6,49.8,27.8
Movie 2736,Adventure,2009,4.7,20.3,10.6
Movie 2737,Comedy,2012,5.2,85.3,73.6
Movie 2738,Thriller,1997,1.5,12.5,94.4
Movie 2739,Romance,2007,1.3,85.1,26.8
Movie 2740,Thriller,1990,7.5,22.6,67.3
Movie 2741,Sci-Fi,2024,5.8,89.8,77.2
Movie 2742,Adventure,2012,5.6,75.7,93.5
Movie 2743,Romance,1996,3.2,24.8,68.2
Movie 2744,Thriller,1985,7.7,60.9,97.3
Movie 2745,Animation,1983,2.5,38.1,41
Movie 2746,Action,1999,2.7,26,41.5
Movie 2747,Action,2006,5.1,87.3,58.9
Movie 2748,Romance,1994,3.6,46.3,44.5
Movie 2749,Horror,1985,3.2,45.9,10.1
Movie 2750,Thriller,1993,6.8,25.3,75.9
Movie 2751,Adventure,1990,6.9,44.5,77.7
Movie 2752,Sci-Fi,2018,8.4,88.4,77.2
Movie 2753,Animation,1988,4.8,42.7,41.1
Movie 2754,Action,2005,1.7,95.6,57
Movie 2755,Animation,1995,3.5,95.2,42.4
Movie 2756,Drama,1984,9.8,23,11.4
Movie 2757,Adventure,1989,6.4,26,60.6
Movie 2758,Sci-Fi,1982,7.4,87.6,21.1
Movie 2759,Documentary,1992,1.1,45.3,17.2
Movie 2760,Sci-Fi,2022,5.7,10.4,78
Movie 2761,Horror,2009,1.3,34.6,10.9
Movie 2762,Thriller,2024,6.1,63.8,96.3
Movie 2763,Thriller,1985,9.3,81.9,56.4
Movie 2764,Action,1996,9.7,22,98.5
Movie 2765,Thriller,2024,5.9,19.9,15.2
Movie 2766,Comedy,1998,5.1,93,62.5
Movie 2767,Animation,2021,9.5,77.6,41.4
Movie 2768,Romance,2014,7.1,63.1,85.9
Movie 2769,Thriller,2005,1.6,79.2,42.5
Movie 2770,Drama,1984,5.2,48.6,33.4
Movie 2771,Sci-Fi,2008,3.2,78.3,87.2
Movie 2772,Horror,2016,5.2,43.5,43.7
Movie 2773,Adventure,1999,5.1,32,11.5
Movie 2774,Documentary,2000,6.2,75.6,45.1
Movie 2775,Drama,1989,4.2,47.8,68.9
Movie 2776,Romance,1984,2.5,98.3,32.9
Movie 2777,Documentary,2015,5.5,41.5,48.9
Movie 2778,Animation,1985,8.5,93,15.1
Movie 2779,Thriller,2005,7,94,62.9
Movie 2780,Sci-Fi,1983,4,31.8,78.1
Movie 2781,Horror,2018,9.4,81.8,47.2
Movie 2782,Drama,2018,9.2,49,47.8
Movie 2783,Drama,2014,2.9,92.6,17.9
Movie 2784,Romance,1980,1.4,50.5,28.2
Movie 2785,Action,2003,7.7,77,23.9
Movie 2786,Action,2015,8.4,52,53.4
Movie 2787,Adventure,1985,9.7,30.5,57.6
Movie 2788,Thriller,2020,9,27.9,95.4
Movie 2789,Drama,2023,6.4,48.3,16.6
Movie 2790,Animation,2010,5.8,78,64
Movie 2791,Action,1999,1.3,64.5,57.4
Movie 2792,Romance,2003,3.2,72,56.5
Movie 2793,Sci-Fi,2004,5.1,35.4,88.6
Movie 2794,Animation,2015,6.7,53.3,28.5
Movie 2795,Romance,2000,6,14,13.7
Movie 2796,Horror,2009,7.7,83.6,70.5
Movie 2797,Drama,2003,3.5,99.1,41.1
Movie 2798,Romance,2023,6.1,46.6,11.6
Movie 2799,Drama,2021,1.8,11,32.6
Movie 2800,Documentary,2009,4.7,25.3,37.8
Movie 2801,Drama,2001,7.8,68.7,65.5
Movie 2802,Animation,2007,7.2,65.1,25.5
Movie 2803,Drama,1986,9.9,80.9,47.2
Movie 2804,Romance,2014,3.5,32.8,53.4
Movie 2805,Sci-Fi,2007,5.5,78.7,51.3
Movie 2806,Horror,1993,4,71.9,97.7
Movie 2807,Romance,1989,5,39.1,14.1
Movie 2808,Action,1995,8.7,59.1,95.6
Movie 2809,Sci-Fi,1995,7.2,23.3,62.4
Movie 2810,Comedy,2010,8.9,50.7,81.6
Movie 2811,Thriller,2021,2.8,89.3,48.7
Movie 2812,Horror,2004,8.9,47.9,50.8
Movie 2813,Action,1992,1.5,85.6,89.1
Movie 2814,Adventure,1985,9,63.1,90.6
Movie 2815,Documentary,2023,4,27.3,31.5
Movie 2816,Documentary,1988,3.8,62.3,27.9
Movie 2817,Sci-Fi,2024,5.6,55.5,54.7
Movie 2818,Horror,2015,9.5,45.9,91
Movie 2819,Comedy,2022,1.4,20.8,39
Movie 2820,Thriller,1999,4.2,47.5,68.7
Movie 2821,Animation,1997,8.7,16.5,73.7
Movie 2822,Romance,2022,4.6,18.9,80.1
Movie 2823,Drama,2000,2.8,47.4,60.8
Movie 2824,Documentary,1983,4.8,37.5,46.2
Movie 2825,Drama,2012,4.5,93.3,97
Movie 2826,Comedy,2006,9.2,43.8,65
Movie 2827,Comedy,1986,7.9,78.2,75.6
Movie 2828,Comedy,1985,5.5,57.7,41
Movie 2829,Comedy,1994,9.9,73.4,70.3
Movie 2830,Sci-Fi,1997,5.2,33.4,33.2
Movie 2831,Documentary,2011,1.5,94.8,32.1
Movie 2832,Horror,1990,3.4,57.7,74.3
Movie 2833,Animation,1999,4.9,84.8,56.9
Movie 2834,Animation,2003,2.4,42.9,71.5
Movie 2835,Adventure,1994,9.5,19,34.2
Movie 2836,Romance,1986,7.9,70.6,63.9
Movie 2837,Sci-Fi,2000,3.4,10.7,50
Movie 2838,Romance,2021,6.3,52.8,63.7
Movie 2839,Animation,2005,7.5,27.4,36.2
Movie 2840,Horror,2023,9.5,66.5,74.4
Movie 2841,Horror,1993,8.9,98.1,82.5
Movie 2842,Romance,2016,5.6,51.8,33.4
Movie 2843,Comedy,2000,8,83.6,37.1
Movie 2844,Adventure,1997,6.1,55.7,69.5
Movie 2845,Romance,1984,6,54.6,72.6
Movie 2846,Adventure,1982,2,93.7,73.4
Movie 2847,Thriller,2002,2.1,90.1,71.4
Movie 2848,Horror,2005,5.8,80.7,45.4
Movie 2849,Documentary,2016,3.4,36.7,45.5
Movie 2850,Thriller,2003,1.2,59.1,32.9
Movie 2851,Sci-Fi,1998,7.5,30.2,24.1
Movie 2852,Drama,2004,1.3,50,72.3
Movie 2853,Romance,2000,6.4,53.6,18.4
Movie 2854,Sci-Fi,1991,5.9,84.8,94.4
Movie 2855,Documentary,2020,9.7,90.6,84.4
Movie 2856,Thriller,2012,5.4,47.3,87.2
Movie 2857,Documentary,1983,1.6,11.6,91.6
Movie 2858,Drama,2021,6,87.6,46.8
Movie 2859,Horror,1986,8.6,25.7,86.2
Movie 2860,Comedy,2001,10,66,24.2
Movie 2861,Drama,2012,4.9,12.2,11.9
Movie 2862,Documentary,1996,3.9,46,80.6
Movie 2863,Thriller,2003,9.2,98.7,16.7
Movie 2864,Horror,2013,2.7,19.1,99
Movie 2865,Horror,2007,6.5,48.1,70.7
Movie 2866,Horror,2022,4.7,37.6,77.8
Movie 2867,Sci-Fi,2020,1.4,91.5,32.1
Movie 2868,Adventure,2018,4.1,88.2,70.6
Movie 2869,Adventure,2001,3.4,31.4,13.9
Movie 2870,Animation,1996,7.2,17.3,85.4
Movie 2871,Action,2013,9.5,66.4,25.3
Movie 2872,Comedy,1985,3.4,40.3,72.8
Movie 2873,Documentary,1985,8.3,70.5,30.2
Movie 2874,Drama,2013,1.5,12.9,16.2
Movie 2875,Romance,1980,5.8,22,53.3
Movie 2876,Drama,1989,1.6,71.8,25.2
Movie 2877,Action,2000,9.4,29.1,75.6
Movie 2878,Documentary,1984,7.9,87.2,31.4
Movie 2879,Sci-Fi,1981,6.9,15.3,40.8
Movie 2880,Animation,2001,8.4,29.4,61.1
Movie 2881,Animation,1981,6.8,99.9,35.6
Movie 2882,Drama,1989,9.7,49,44
Movie 2883,Sci-Fi,2013,7.4,73.3,83.4
Movie 2884,Comedy,1995,9.3,26.4,26.1
Movie 2885,Comedy,2018,5.7,64.9,17.4
Movie 2886,Sci-Fi,2001,2.1,75.3,39.6
Movie 2887,Comedy,1991,5.8,38.3,48.2
Movie 2888,Comedy,2003,2.1,84.6,58.8
Movie 2889,Horror,2019,6.3,64.3,43.5
Movie 2890,Drama,2017,5.3,45,81.1
Movie 2891,Adventure,1989,6.6,60.2,13.5
Movie 2892,Animation,2014,1.1,61.9,48.9
Movie 2893,Animation,2011,2.8,24.9,44.4
Movie 2894,Animation,1986,5.4,46.2,68.3
Movie 2895,Comedy,2000,9.6,40.9,97
Movie 2896,Romance,1999,4.5,46.1,55.9
Movie 2897,Adventure,2005,4.8,78.5,98.8
Movie 2898,Action,1983,7.4,53.4,37.2
Movie 2899,Comedy,2001,6.4,94.6,12.8
Movie 2900,Action,1994,3.7,36.4,24.9
Movie 2901,Comedy,2019,4.7,47.4,45.6
Movie 2902,Adventure,2000,3,80.8,38.5
Movie 2903,Comedy,1994,9.7,59.1,18.7
Movie 2904,Action,2001,2.2,59.2,48.9
Movie 2905,Documentary,2007,4.3,14.8,40.4
Movie 2906,Documentary,1993,1.2,45.9,21
Movie 2907,Drama,2006,3,34.4,36.7
Movie 2908,Documentary,2020,8,99.9,89.8
Movie 2909,Thriller,2019,2.8,37.8,37.2
Movie 2910,Adventure,2007,1.7,89.6,74.3
Movie 2911,Romance,2005,5.3,70.9,65.1
Movie 2912,Drama,1981,1.1,40.7,48.4
Movie 2913,Thriller,2004,1.8,58.9,31.5
Movie 2914,Documentary,1982,8.3,85.6,43.2
Movie 2915,Horror,1987,7.9,89.5,63.3
Movie 2916,Adventure,2023,9.2,24.4,41.6
Movie 2917,Comedy,2012,8.7,40.6,29.3
Movie 2918,Action,2021,7.1,40.2,20.5
Movie 2919,Action,2014,1.5,13.8,89.2
Movie 2920,Romance,1985,8,63.8,49.6
Movie 2921,Horror,2018,8.6,86.9,66.3
Movie 2922,Drama,2002,8.2,44.3,54.1
Movie 2923,Horror,2004,5.6,76.6,88.5
Movie 2924,Animation,2022,3.1,66.5,59.2
Movie 2925,Romance,1998,8.6,43.8,53.3
Movie 2926,Horror,1984,7.5,22.7,93.2
Movie 2927,Action,1990,9.8,73.8,74.8
Movie 2928,Action,1991,2.4,86.9,20
Movie 2929,Thriller,1989,3,71.7,26
Movie 2930,Adventure,1987,2.9,11.6,80.8
Movie 2931,Horror,2003,8.1,29.5,85.2
Movie 2932,Romance,2007,2.7,16.3,59.1
Movie 2933,Action,2020,1.6,61.3,59.9
Movie 2934,Drama,2015,10,78.1,66.9
Movie 2935,Documentary,2016,1.2,20,49.5
Movie 2936,Romance,2000,8.5,85.5,71.2
Movie 2937,Sci-Fi,1987,4.3,60,19.8
Movie 2938,Adventure,1988,8.6,72.1,96.5
Movie 2939,Action,1994,6,97.4,77.5
Movie 2940,Horror,2019,9.1,17.5,66.8
Movie 2941,Action,1997,9.3,91.1,38.5
Movie 2942,Adventure,2021,1.1,21.3,24.5
Movie 2943,Horror,1999,1.7,45.4,46.8
Movie 2944,Comedy,1985,3.3,86.6,69.5
Movie 2945,Drama,1991,7,91.6,67
Movie 2946,Animation,1981,9,55.6,44.4
Movie 2947,Documentary,1986,5.1,63.5,65.2
Movie 2948,Action,1995,6.5,73.7,83.2
Movie 2949,Sci-Fi,1982,2.7,84.9,12.4
Movie 2950,Sci-Fi,2024,8.2,20.9,50.6
Movie 2951,Drama,1982,9.7,82.9,78.3
Movie 2952,Sci-Fi,2006,3.4,53.3,59.2
Movie 2953,Romance,2022,5.5,50.6,68.6
Movie 2954,Documentary,2019,1.8,48.2,56.5
Movie 2955,Documentary,2017,6,55.8,99.3
Movie 2956,Romance,2012,5.5,95.1,14.9
Movie 2957,Action,2007,2.3,59.3,54.2
Movie 2958,Documentary,1980,5,95.8,18.2
Movie 2959,Horror,1987,4,26.2,24.4
Movie 2960,Documentary,2016,5.7,75.2,44.5
Movie 2961,Documentary,2011,6.3,83.1,24
Movie 2962,Thriller,2022,1.1,71.1,96.7
Movie 2963,Comedy,2016,7.8,64.6,95.2
Movie 2964,Adventure,1983,7.4,60.8,40.2
Movie 2965,Romance,2009,4.3,87.5,67.6
Movie 2966,Action,1985,1.5,83.9,58
Movie 2967,Romance,1998,7.8,21,83.4
Movie 2968,Sci-Fi,2011,9.6,86.4,66.5
Movie 2969,Sci-Fi,1988,3.2,47.3,10
Movie 2970,Animation,1991,3.9,32.8,78.7
Movie 2971,Sci-Fi,1990,2.7,88.3,77.2
Movie 2972,Adventure,1995,6.2,48.9,55.9
Movie 2973,Animation,1980,2.4,82.8,91.3
Movie 2974,Action,2024,4.2,33.7,91.8
Movie 2975,Horror,2000,7.3,10.4,57.2
Movie 2976,Romance,2009,6,54.6,64.7
Movie 2977,Horror,1992,4.5,19,99.7
Movie 2978,Drama,2013,4.8,77.9,36.9
Movie 2979,Adventure,1983,6.1,34.8,39.2
Movie 2980,Thriller,2007,1.1,49.9,26.4
Movie 2981,Documentary,2017,1.7,17.8,90.6
Movie 2982,Comedy,2010,8.9,35.8,77
Movie 2983,Drama,2006,1.7,80.3,19.5
Movie 2984,Sci-Fi,1984,7.4,23.6,98.4
Movie 2985,Romance,2004,9.3,68.2,75.8
Movie 2986,Adventure,1982,3.4,92.6,86.5
Movie 2987,Romance,2012,4.3,71.2,14.3
Movie 2988,Animation,1983,6.1,83,55.4
Movie 2989,Comedy,2004,8.9,19.8,72.9
Movie 2990,Action,1999,9.5,32.6,58.9
Movie 2991,Horror,2013,7.7,90.5,70
Movie 2992,Action,2005,1.8,74.4,83.6
Movie 2993,Sci-Fi,1984,7,67.6,43.7
Movie 2994,Drama,2014,4.7,69.7,86.4
Movie 2995,Action,2007,5.2,47.3,24.7
Movie 2996,Action,2008,1.4,14,34.4
Movie 2997,Romance,1988,2.7,80.6,13.9
Movie 2998,Documentary,2017,8.1,71.1,42.8
Movie 2999,Romance,1985,5.1,52.6,44.2
Movie 3000,Animation,1998,3.7,91,82.5
Movie 3001,Drama,2023,4.5,40.3,68.8
Movie 3002,Sci-Fi,1990,8.7,36.5,49.3
Movie 3003,Adventure,1981,7.7,88.6,68.7
Movie 3004,Horror,2023,3.5,81.7,14.8
Movie 3005,Documentary,2023,2.1,56.3,26.2
Movie 3006,Drama,1988,3.3,21.8,66.4
Movie 3007,Animation,2000,9.3,29.4,67.7
Movie 3008,Romance,2003,6.2,69.1,79.7
Movie 3009,Adventure,2013,5.8,44.7,46.3
Movie 3010,Romance,2001,6.4,85.3,75
Movie 3011,Romance,1982,4.3,95.5,71.6
Movie 3012,Romance,1991,8.3,82.5,96.7
Movie 3013,Documentary,2007,5.7,44,29.4
Movie 3014,Horror,2009,2.1,81,59.7
Movie 3015,Drama,2005,2.2,41.6,64.2
Movie 3016,Sci-Fi,2000,5.8,25,99.9
Movie 3017,Thriller,2007,9.4,13,28.1
Movie 3018,Adventure,2005,3.8,44.7,57.1
Movie 3019,Horror,2012,8.8,91.3,41.2
Movie 3020,Documentary,2000,7.9,31.5,57.3
Movie 3021,Romance,2014,3.2,28.6,30.9
Movie 3022,Documentary,2013,1.3,97.3,14.3
Movie 3023,Thriller,2020,1.9,12.3,61.5
Movie 3024,Thriller,1997,7.6,80.7,40.2
Movie 3025,Comedy,1990,2.8,38.9,26.4
Movie 3026,Drama,2002,4.3,13.4,39.2
Movie 3027,Adventure,2001,5.5,92.6,14.4
Movie 3028,Documentary,1996,7.5,22.6,95.5
Movie 3029,Sci-Fi,1984,2,59.7,62.3
Movie 3030,Romance,2023,4.7,34.7,83.3
Movie 3031,Comedy,1990,5.4,15.9,48.1
Movie 3032,Documentary,2009,5.9,14.5,91.3
Movie 3033,Thriller,1994,8.4,20.4,53.5
Movie 3034,Adventure,2006,2.5,16.4,61.7
Movie 3035,Sci-Fi,2014,8.3,78.5,54.3
Movie 3036,Romance,2012,7.2,53.7,76
Movie 3037,Romance,1999,6,40.9,61
Movie 3038,Romance,1995,7.3,47.7,34.4
Movie 3039,Romance,2013,4.7,93.6,23.1
Movie 3040,Action,1981,2.2,92,64.6
Movie 3041,Drama,2014,7,74.4,54
Movie 3042,Horror,2019,5.7,89.6,18.6
Movie 3043,Thriller,2007,6.8,38.8,45.6
Movie 3044,Sci-Fi,2018,4,44.3,56.3
Movie 3045,Thriller,1985,9.2,65.2,84.4
Movie 3046,Romance,1988,6.3,66.1,16.8
Movie 3047,Sci-Fi,1999,1.8,53.4,41.4
Movie 3048,Romance,1980,5,46.1,84
Movie 3049,Animation,1987,7.8,98.8,68.4
Movie 3050,Sci-Fi,2002,8.1,83.9,36.1
Movie 3051,Romance,1982,5.5,49.1,86.1
Movie 3052,Action,1983,9.1,75.5,54.4
Movie 3053,Documentary,2004,3.4,34.3,54.9
Movie 3054,Thriller,2017,4.7,19,97.9
Movie 3055,Horror,1994,9.1,41.7,95.2
Movie 3056,Drama,2000,9.1,46.3,42.3
Movie 3057,Documentary,2014,7.2,11.5,22.7
Movie 3058,Adventure,1993,8.7,83.3,39.3
Movie 3059,Animation,2015,1.8,42.3,12.7
Movie 3060,Comedy,1991,8.8,62.2,11.9
Movie 3061,Sci-Fi,1996,3.9,16.7,45.6
Movie 3062,Action,2018,2.6,25.7,94.7
Movie 3063,Romance,1988,3.2,90.1,88.4
Movie 3064,Action,2014,4.8,64.8,56
Movie 3065,Sci-Fi,1992,3.3,95.5,60.9
Movie 3066,Romance,1994,3.9,99.9,10.5
Movie 3067,Action,1997,2.2,43.5,29.4
Movie 3068,Sci-Fi,2012,3.7,36.9,12.2
Movie 3069,Drama,1985,6.2,87.3,77.9
Movie 3070,Documentary,2006,5,99.9,23.1
Movie 3071,Comedy,2002,4.1,66.7,88.2
Movie 3072,Animation,2006,7.7,81.6,67.9
Movie 3073,Romance,2013,9,80.4,30.6
Movie 3074,Action,2017,7.8,42,24.2
Movie 3075,Drama,1993,4,61.7,66.5
Movie 3076,Sci-Fi,2015,7.7,85,91.1
Movie 3077,Thriller,1987,2.4,71.9,74.7
Movie 3078,Action,2014,2.2,11.9,41.4
Movie 3079,Horror,1998,4.1,40.3,62.9
Movie 3080,Adventure,2009,8.3,23,38
Movie 3081,Adventure,1993,3.2,31,99.9
Movie 3082,Comedy,1999,1.6,91.5,77.4
Movie 3083,Documentary,2004,2.2,13.3,65.3
Movie 3084,Animation,2019,8.7,29.8,48.1
Movie 3085,Adventure,2003,6.7,37.9,65.6
Movie 3086,Horror,1993,3.3,65.5,40.7
Movie 3087,Sci-Fi,2005,6,58.1,12.6
Movie 3088,Sci-Fi,2017,5.7,29.6,45.6
Movie 3089,Drama,2002,6.9,24.8,93.7
Movie 3090,Adventure,2001,3.1,31.3,66.4
Movie 3091,Horror,1998,8.8,55.2,17.6
Movie 3092,Comedy,1982,3.8,34.4,89.6
Movie 3093,Sci-Fi,2021,7.2,95.3,34.2
Movie 3094,Action,1998,1.1,51.7,31.9
Movie 3095,Animation,1988,4.4,15.3,36.7
Movie 3096,Action,2007,4.2,75.6,61.9
Movie 3097,Documentary,1999,5.9,39.6,59
Movie 3098,Action,2024,1.7,68.8,54.2
